title, author, rating, format
The Long Road Home: Romantic Murder Mystery,Carolyn Bowen,3.7,Kindle Edition
Dangerous Ground: My Friendship with a Serial Killer,M. William Phelps,4.4,Mass Market Paperback
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos and ,4.2,Paperback
Edinburgh Twilight (Ian Hamilton Mysteries),Carole Lawrence,4.3,Paperback
The Tea Girl of Hummingbird Lane: A Novel,Lisa See,4.5,Paperback
The Crucifixion: Understanding the Death of Jesus Christ,Fleming Rutledge,4.8,Paperback
Herons Landing: A Small-Town Romance (Honeymoon Harbor),JoAnn Ross,,Mass Market Paperback
Android Assassins (Setup Book 1),Dean C. Moore,,Kindle Edition
Bound (The Mystery of Landon Miller Series Book 2),R.M. Gauthier,4.8,Kindle Edition
Inside the Texas Chicken Ranch: The Definitive Account of the Best Little Whorehouse (Landmarks),Jayme Lynn Blaschke,4.3,Paperback
Stillhouse Lake (Stillhouse Lake Series),Rachel Caine,4.5,Paperback
The Football Boy Wonder: (Football book for kids 7-13) (The Charlie Fry Series) (Volume 1),Martin Smith and ,5,Paperback
Thieving Forest,Martha Conway,4.4,Paperback
Vegan Slow Cooker for Beginners: Essentials to Get Started,Rockridge Press,4.3,Paperback
Look for Me (D. D. Warren),Lisa Gardner,4.3,Hardcover
First Survivor: The Impossible Childhood Cancer Breakthrough,Mark Unger,4.9,Kindle Edition
Solstice on Ice (Wheel of the Year Book 2),Druscilla French,5,Kindle Edition
Beyond Anger: A Guide for Men: How to Free Yourself from the Grip of Anger and Get More Out of Life,Thomas J. Harbin,4.3,Paperback
The Sleepy Little Alphabet: A Bedtime Story from Alphabet Town,Judy Sierra and ,4.9,Board book
Hedgehugs and the Hattiepillar,Steve Wilson and ,4.9,Board book
Color The Psalms: Catholic Coloring Devotional (Religious & Inspirational Bible Verse Coloring Books For Grown-Ups),Drawn To Faith Adult Coloring Books and ,4.4,Paperback
My Everything: the uplifting #1 bestseller,Katie Marsh,4.1,Kindle Edition
The Presidents and UFOs: A Secret History from FDR to Obama,Larry Holcombe and ,4.1,Hardcover
Pragma (Karass Series Book 2),Beca Lewis,,Kindle Edition
Kabul Dreams (Cavanagh and Kessler Book 3),Romy Dutlinger,4,Kindle Edition
Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof and ,4.4,Paperback
Great Barrier Reef Coloring Book (Dover Nature Coloring Book),Ruth Soffer,4.3,Paperback
Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Scott,4.6,Hardcover
Pacifica,Kristen Simmons,4.7,Hardcover
The Trilogy of Two,Juman Malouf,4.4,Hardcover
The Last Castle: The Epic Story of Love Loss and American Royalty in the Nation’s Largest Home,Denise Kiernan,4.3,Hardcover
The Miracle Inspector: A Dystopian Novel,Helen Smith,3.8,Kindle Edition
Modern Merlin: A Standalone Prequel (Bloodline Awakened Supernatural Thriller Series Book 3),Jason Paul Rice and ,,Kindle Edition
One Good Dog: A Novel,Susan Wilson,4.6,Paperback
Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,,Hardcover
Homefront Warriors: Not Every Warrior Wears A Uniform,Chantel Olson,5,Kindle Edition
Having a Mary Spirit Study Guide: Allowing God to Change Us from the Inside Out,Joanna Weaver,4.6,Paperback
The Best Angel Stories,Editors of Guideposts,4.5,Paperback
Notebook Doodles Sweets & Treats: Coloring & Activity Book (Design Originals) 32 Scrumptious Designs; Beginner-Friendly Empowering Art Activities for Tweens on Extra-Thick Perforated Pages,Jess Volinski,4.7,Paperback
Last Reunion: An Ageless Comedy,Joe Dacy,4.6,Kindle Edition
INTEL 1 Omnibus: Books 1-4,Erec Stebbins,,Kindle Edition
Dr. Feelgood: The Shocking Story of the Doctor Who May Have Changed History by Treating and Drugging JFK Marilyn Elvis and Other Prominent Figures,Richard A. Lertzman and ,4,Paperback
A Part of Me and You: An empowering and incredibly moving novel that will make you laugh and cry,Emma Heatherington,,Kindle Edition
Nolan Ryan: The Making of a Pitcher,Rob Goldman and ,4.7,Hardcover
The Leadership Secrets of Hamilton: 7 Steps to Revolutionary Leadership from Alexander Hamilton and the Founding Fathers,Gordon Leidner,5,Hardcover
The Light We Lost,Jill Santopolo,4.2,Paperback
An American Outlaw,John Stonehouse,4.2,Paperback
That Unforgettable Kiss (Kissed By Fate Book 1),Tamara Ferguson and ,4.7,Kindle Edition
Hidden12 Intelligence Required: An Intriguing Novel (Hidden12Saga Book 1),Gail Parker,4.6,Kindle Edition
Richard Scarry's Best Little Word Book Ever! (Pictureback(R)),Richard Scarry,5,Paperback
HERE COME THE HEROES,Billy Wrecks and ,4.7,Paperback
Pirates Don't Take Baths,John Segal,4.4,Board book
The Air Fryer Cookbook: Deep-Fried Flavor Made Easy Without All the Fat!,Todd English,4.1,Hardcover
It's 5 O'Clock Somewhere: Drink and Color Your Stress Away,Caitlin Peterson,4.5,Paperback
House of Night Books 1-4 (Marked / Betrayed / Chosen / Untamed),P. C. Cast and ,4.5,Paperback
Secret Relations: A Finn O'Brien Thriller,Rebecca Forster,4.8,Kindle Edition
The Lady of the Sea,Branka Valcic,,Kindle Edition
Let Love Find You,Johanna Lindsey,4.3,Mass Market Paperback
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.4,Hardcover
The Buried Giant (Vintage International),Kazuo Ishiguro,3.7,Paperback
The Girl Who Wouldn't Brush Her Hair,Kate Bernheimer and ,4.8,Hardcover
The Best Dog Tricks on the Planet: 106 Amazing Things Your Dog Can Do on Command,Babette Haggerty and ,4,Paperback
Free Fall: A Prelude to Hidden Order (Scot Harvath),Brad Thor,,Kindle Edition
Dead Cold (The Detective Temeke Crime Series Book 4),Claire Stibbe,4.3,Kindle Edition
The Dark Skies Trilogy: Books 1-3: Unveiled Uninvited Undone,Lysa Daley,,Kindle Edition
Retirement Reinvention: Make Your Next Act Your Best Act,Robin Ryan,5,Paperback
Top 100 Motivational Stories: The Best Inspirational Short Stories And Anecdotes Of All Time,Meir Liraz,3.8,Paperback
Little Fires Everywhere,Celeste Ng,4.4,Hardcover
The Story of Arthur Truluv: A Novel,Elizabeth Berg,4.7,Hardcover
Fuck You - 50 F Words From Around The World: Release Your Anger With The Ultimate Swear Words Adult Coloring Book (Fuck Off I'm Coloring) (Volume 1),Jimmy P Ennis,4,Paperback
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.4,Hardcover
Ruby and the Beast: A Beauty and the Beast Novel,Ditter Kellen,4.8,Kindle Edition
Of Water and Sky: The Seekin Trilogy: Book One,Disa Dawn,4.9,Kindle Edition
Weber's Greatest Hits: 125 Classic Recipes for Every Grill,Jamie Purviance,4.8,Paperback
Detective Jack Stratton Mystery Thriller Collection,Christopher Greyson,,Kindle Edition
The Day the Crayons Quit,Drew Daywalt and ,4.8,Hardcover
Wisdom from Above: Daily Encouragement from the Proverbs,Charles F. Stanley,4.9,Hardcover
Blueprints: A Novel,Barbara Delinsky,,Paperback
The Tuscan Child,Rhys Bowen,4.5,Paperback
Coinman: An Untold Conspiracy,Pawan Mishra,4.5,Kindle Edition
Dying to Meet You (Conjuring a Coroner Book 1),Samuel Stokes and ,4.7,Kindle Edition
Code Girls: The Untold Story of the American Women Code Breakers of World War II,Liza Mundy,4.6,Hardcover
Murder at Feathers & Flair: a cozy historical mystery (A Ginger Gold Mystery Book 4),La Plume Press,4.5,Kindle Edition
Crystal White (Nick Lafferty Book 1),David DeLee,4,Kindle Edition
The Rainey List of Best Books for Children: One Librarian & His Family’s Personal Favorites for Kids Aged 0 – 12,David D. Rainey and ,5,Paperback
My First Baby Animals (My First Books),DK,,Board book
Less Is Best: Declutter Organize & Simplify to Reach Minimalism; Get More Time,Sage Wilcox,4.5,Paperback
The Best Little Grammar Book Ever!: 101 Ways to Impress With Your Writing and Speaking,Arlene Miller,4.3,Paperback
The Scratch & Sniff Guide to Beer: A Beer Lover's Companion,Justin Kennedy and ,3.8,Hardcover
AUTHOR: Most Successful Authors of all Time. (Quotes Book 5),Lucas Smith,4.1,Kindle Edition
Helena's Choice: A Novel,Patty Apostolides,3.3,Kindle Edition
Work Sucks!: An Adult Coloring Book to Relieve Work Stress: (Volume 1 of Humorous Coloring Books Series by Mark Thompson),Mark Thompson and ,4.9,Paperback
The Complete Mediterranean Cookbook: 500 Vibrant Kitchen-Tested Recipes for Living and Eating Well Every Day,The Editors at America's Test Kitchen,4.5,Paperback
365 Promises From God's Word In Color: Scripture and Coloring Pages,Christian Art Publishers (Corporate Author),4.5,Paperback
Dancing with Elephants: Mindfulness Training For Those Living With Dementia Chronic Illness or an Aging Brain (How to Die Smiling Book 1),Jarem Sawatsky,4.6,Kindle Edition
Will,Christine Bernard,,Kindle Edition
Taste of Home: Grill It!: 343 Recipes and Secrets for Flame-Broiled Success,Taste of Home,,Paperback
The Keeper of Lost Things: A Novel,Ruth Hogan,4.4,Paperback
Memoirs of the Flight Surgeon of HMS Nabob,Charles Herbert Read Jr.,,Kindle Edition
Behind Closed Doors: A European Crime Mystery (The Beatrice Stubbs Series Book 1),JJ Marsh,4.1,Kindle Edition
Back in the Fight: The Explosive Memoir of a Special Operator Who Never Gave Up,Joseph Kapacziewski and ,4.7,Paperback
The Girl's Guide to Life (Christian Girl's Guides),Sherry Kyle and ,5,Paperback
Wounds: A Memoir of War and Love,Fergal Keane,5,Hardcover
Next Stop: Mexico (TIME FOR KIDS® Nonfiction Readers),Teacher Created Materials;Ginger McDonnell,5,Paperback
It's All About the Guest: Exceeding Expectations In Business And In Life The Davio's Way,Steve Difillippo and ,4.7,Hardcover
Color The Proverbs: Catholic Coloring Devotional: A Unique Catholic Bible Coloring Gift with Scripture Verses for Mindful Prayer Stress Relief & ... Grown-Ups Planners & Catholic Devotionals),Drawn To Faith Adult Coloring Books and ,4.5,Paperback
Bardwell's Folly: A Love Story,Sandra Hutchison,4.6,Kindle Edition
When a Stranger Comes...: A gripping psychological thriller,Karen S. Bell,4.3,Kindle Edition
The Solomon Curse (A Sam and Remi Fargo Adventure),Clive Cussler and ,4.4,Paperback
The Littlest Bigfoot,Jennifer Weiner,3.9,Paperback
Dragons Adult Coloring Book (31 stress-relieving designs) (Studio Series: Artist's Coloring Book),Peter Pauper Press,4.8,Paperback
Deliciously G-Free: Food So Flavorful They'll Never Believe It's Gluten-Free,Elisabeth Hasselbeck,4.3,Paperback
Creative Haven Winter Wonderland Coloring Book (Adult Coloring),Teresa Goodridge,4.5,Paperback
Hunter,Eden Summers,4.7,Kindle Edition
Witch Blade (Guessing Tales),K.A. Krake,,Kindle Edition
The Plant-Based Diet Meal Plan: A 3-Week Kickstart Guide to Eat & Live Your Best,Heather Nicholds and ,4.5,Paperback
Boss,Tracy Brown,4.3,Paperback
You Can Lead  a Horse to Murder (Secrets of Sanctuary Cozy Mysteries Book 1),Tara Meyers,4.6,Kindle Edition
The Essence,Sandi Baughman,,Kindle Edition
The Book of Mistakes: 9 Secrets to Creating a Successful Future,Skip Prichard,4.9,Hardcover
Sweet's Sweets: A Sweet’s Sweets Bakery Mystery (Samantha Sweet Mysteries Book 2),Connie Shelton,4.5,Kindle Edition
The Wharf Butcher: A gripping crime thriller (DCI Jack Mason series Book 1),Michael K Foster,4,Kindle Edition
My Absolute Darling: A Novel,Gabriel Tallent,3.6,Hardcover
The Hunger,Alma Katsu,4.1,Hardcover
A Friend or Two,Debbie Macomber and ,3.9,Audio CD
Merry & Bright Holiday Coloring Book (Design Originals) A Festive Christmas Coloring Wonderland of Snowmen Ice Skates and Quirky Critters on High-Quality Perforated Pages that Resist Bleed Through,Thaneeya McArdle and ,4.6,Paperback
Cowboy's Legacy: Cowboy's Reckoning Bonus (The Montana Cahills),B.J. Daniels,4.5,Mass Market Paperback
A Step In Time,Kerry Barrett,,Kindle Edition
Fantasy Swap Online: A Gender Swapped LitRPG Adventure (Fantasy Swapped Online Book 1),Alyson Belle,4.2,Kindle Edition
The Farm: A gripping British Detective Murder Mystery with a shocking twist (The Daley and Whetstone Crime Stories Book 2),Ryan Stark,5,Kindle Edition
Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,4.9,Paperback
The Chalk Man: A Novel,C. J. Tudor,4.2,Hardcover
America the Beautiful to Paint or Color (Dover Art Coloring Book),Dot Barlowe,4.2,Paperback
500 Pizzas & Flatbreads: The Only Pizza & Flatbread Compendium You'll Ever Need (500 Cooking (Sellers)),Rebecca Baugniet,4.2,Hardcover
Stand Up for Yourself & Your Friends: Dealing with Bullies & Bossiness and Finding a Better Way,Patti Kelley Criswell and ,4.7,Paperback
Spaced Out (Moon Base Alpha),Stuart Gibbs,4.7,Paperback
Last Stop: Paris (The Eddie Grant Series Book 2),John Pearce,4.4,Kindle Edition
The Queen's Spymaster: Sir Francis Walsingham (Tudor Court Book 3),Laura Dowers,,Kindle Edition
The Men's Fitness Exercise Bible: 101 Best Workouts to Build Muscle Burn Fat and Sculpt Your Best Body Ever!,Sean Hyson C.S.C.S. and ,4.5,Paperback
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,Hardcover
The Banks Sisters 2,Nikki Turner,4.4,Mass Market Paperback
Lupari: Werewolf Hunter (The Wolf of Dorian Gray Series Book 3),Brian Ference,4.7,Kindle Edition
The Wishnik,Kurt Newton and ,4.5,Kindle Edition
The Lost Boy (A Detective Al Harris Cold Case Book 6),Rob Costa,,Kindle Edition
Deadly Intent (Linked Inc. Book 1),Kate Allenton,4.6,Kindle Edition
Havana: Cuba Libre! 2 Manuscripts in 1 Book Including: Havana Travel Guide and History of Cuba (Cuba Best Seller) (Volume 6),Carlos Fernando Alvarez,4.7,Paperback
Maybe Someday,Colleen Hoover,4.7,Paperback
The Monk of Mokha,Dave Eggers,4.6,Hardcover
Before I Knew (The Cabots),Jamie Beck,4.1,Paperback
Coloring Books for Adults Relaxation: An Adult Coloring Book with over 50 Coloring Pages with Flowers Fairies Animals and Patterns: Stress Relief Coloring Books for Grownups,Coloring Books for Adults Relaxation,4.5,Paperback
A Good Cry: What We Learn From Tears and Laughter,Nikki Giovanni,4.7,Hardcover
The Outback,David Clarkson,4.1,Kindle Edition
In the Shadow of the Manor: Historical Fiction: An Irish Family Saga: Box Set Books 1-4 (The Equal of God Book 6),Helen Cassidy Page,,Kindle Edition
Diary of an 8-Bit Warrior (Book 1 8-Bit Warrior series): An Unofficial Minecraft Adventure,Cube Kid,4.3,Paperback
Irena's Children: The Extraordinary Story of the Woman Who Saved 2500 Children from the Warsaw Ghetto,Tilar J. Mazzeo,4.6,Paperback
Taste of Home Slow Cooker: 431 Hot & Hearty Classics,Taste Of Home,4.5,Paperback
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,Paperback
First 100 Board Book Box Set (3 books),Roger Priddy,4.7,Board book
The Big Book of HR Revised and Updated Edition,Barbara Mitchell and ,4.1,Paperback
The Noah Reid Action Thriller Series: Books 1-3 (plus special bonuses),Wesley Robert Lowe,,Kindle Edition
The Infernal Aether: Book 1 in the Infernal Aether Series,Peter Oxley and ,4.3,Kindle Edition
12 Strong: The Declassified True Story of the Horse Soldiers,Doug Stanton,4.6,Mass Market Paperback
Creative Haven Vintage Christmas Windows Coloring Book (Adult Coloring),David Bodo,4,Paperback
The Three-Body Problem,Cixin Liu and ,4.2,Paperback
A Wrinkle in Time Movie Tie-In Edition (A Wrinkle in Time Quintet),Madeleine L'Engle,4.5,Paperback
Open the Garage Door (Lift-the-Flap),Random House and ,,Board book
Bread by Mother Earth News: Our Favorite Recipes for Artisan Breads Quick Breads Buns Rolls Flatbreads and More,Mother Earth News and ,4.7,Paperback
Leadership Development: If Steve Jobs was Coaching You: Charismatic Leadership Lessons Borrowed from Steve Jobs for High Potential People and Leaders. (The Leadership Series Book 1),Life Hacks Books,4.5,Kindle Edition
Case: 0: A Sci-Fi Mystery (Annalise Storm Chronicles Book 1),May Freighter and ,4.4,Kindle Edition
The Fourth Star: Four Generals and the Epic Struggle for the Future of the United States Army,Greg Jaffe and ,4.5,Paperback
Liar's Winter: An Appalachian Novel,Cindy Sproles,4.9,Paperback
Noble Beginnings: A Jack Noble Novel,L.T. Ryan,4.1,Paperback
New York,Serge Ramelli,4.2,Hardcover
The Complete Slow Cooker: From Appetizers to Desserts - 400 Must-Have Recipes That Cook While You Play (or Work),America's Test Kitchen,4.7,Paperback
The Elements of Pizza: Unlocking the Secrets to World-Class Pies at Home,Ken Forkish,4.7,Hardcover
Capture of the Defiance (Breaking Free Book 2),S.E. Smith,4.9,Kindle Edition
The Emerald Tablet (High Stakes History Thriller Book 2),Pamela Hegarty,3.7,Kindle Edition
Bigger Than Me: Just When I thought I Had all the Answers God Changed the Questions,Ward Brehm and ,5,Hardcover
First I Say a Prayer (Our Daily Bread for Little Hearts),Crystal Bowman and ,5,Board book
Drama,Raina Telgemeier,4.4,Paperback
Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,4.9,Hardcover
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.5,Hardcover
Lose Weight by Eating: Detox Week: Twice the Weight Loss in Half the Time with 130 Recipes for a Crave-Worthy Cleanse,Audrey Johns,5,Paperback
The Getaway (The Lagotti Family Book 2),Leopold Borstinski,,Kindle Edition
Oleander - Dark Solar Trilogy - Book 1,D.N. Leo,4.6,Kindle Edition
Boundaries Updated and Expanded Edition: When to Say Yes How to Say No To Take Control of Your Life,Henry Cloud and ,4.4,Paperback
The Forget-Me-Not Flower Shop: The perfect feel-good romance to read this Valentines,Tracy Corbett,,Kindle Edition
Classic American Short Stories (Dover Large Print Classics),Clarence C. Strowbridge,4.4,Paperback
One Hundred & One Beautiful Towns in Great Britain,Tom Aitken,4.7,Hardcover
